departure_city,departure_iata,departure_icao,arrival_city,arrival_iata,arrival_icao
Newcastle,NCL,EGNT,Dalaman,DLM,LTBS
Newcastle,NCL,EGNT,Enfidha - Hammamet,NBE,DTNH
Newcastle,NCL,EGNT,Faro,FAO,LPFR
Newcastle,NCL,EGNT,Fuerteventura,FUE,GCFV
Newcastle,NCL,EGNT,Geneva,GVA,LSGG
Newcastle,NCL,EGNT,Hurghada,HRG,HEGN
Newcastle,NCL,EGNT,Krakow,KRK,EPKK
Newcastle,NCL,EGNT,Lisbon,LIS,LPPT
Newcastle,NCL,EGNT,Majorca Palma,PMI,LEPA
Newcastle,NCL,EGNT,Malaga,AGP,LEMG
Newcastle,NCL,EGNT,Malta,MLA,LMML
Newcastle,NCL,EGNT,Marrakech,RAK,GMMX
Newcastle,NCL,EGNT,Nice,NCE,LFMN
Newcastle,NCL,EGNT,Paris Charles de Gaulle,CDG,LFPG
Newcastle,NCL,EGNT,Prague,PRG,LKPR
Newcastle,NCL,EGNT,Reus,REU,LERS
Newcastle,NCL,EGNT,Reykjavik Keflavik,KEF,BIKF
Newcastle,NCL,EGNT,Rhodes,RHO,LGRP
Newcastle,NCL,EGNT,Rome Fiumicino,FCO,LIRF
Newcastle,NCL,EGNT,Rovaniemi,RVN,EFRO
Newcastle,NCL,EGNT,Sharm El Sheikh,SSH,HESH
Newcastle,NCL,EGNT,Tenerife South,TFS,GCTS
Newquay,NQY,EGHQ,Geneva,GVA,LSGG
Newquay,NQY,EGHQ,London Gatwick,LGW,EGKK
Newquay,NQY,EGHQ,Manchester,MAN,EGCC
Southampton,SOU,EGHI,Alicante,ALC,LEAL
Southampton,SOU,EGHI,Barcelona,BCN,LEBL
Southampton,SOU,EGHI,Belfast Intl,BFS,EGAA
Southampton,SOU,EGHI,Faro,FAO,LPFR
Southampton,SOU,EGHI,Geneva,GVA,LSGG
Southampton,SOU,EGHI,Glasgow,GLA,EGPF
Southampton,SOU,EGHI,Majorca Palma,PMI,LEPA
Southampton,SOU,EGHI,Paris Charles de Gaulle,CDG,LFPG
Southampton,SOU,EGHI,Paris Orly,ORY,LFPO
